house_size_marla,num_residents,working_residents,urban_rural,energy_saving_appliances,weekend,month,temperature,num_lights,hours_lights,num_fans,hours_fans,num_AC,hours_AC,num_fridge,num_washing_machine,hours_washing_machine,num_TV,hours_TV,num_computer,hours_computer,num_water_heater,hours_water_heater,num_oven,hours_oven,num_microwave,hours_microwave,num_iron,hours_iron,num_water_pump,hours_water_pump,total_appliances,avg_daily_kwh,kwh_per_resident,monthly_kwh
33,5,2,Urban,0,0,1,15.4,14,5.2,5,6.3,2,7.6,1,2,0.9,4,6.5,1,5.0,2,2.9,2,1.4,2,1.3,1,0.5,0,2.8,36,62.3,373.6,1868.0
5,8,1,Rural,0,0,12,18.7,12,4.7,3,6.6,0,4.1,2,1,0.2,2,4.0,2,6.9,1,0.7,0,1.3,0,1.1,0,0.5,1,1.7,24,16.8,63.0,504.0
2,4,1,Urban,0,0,5,31.8,7,3.7,3,6.6,0,3.5999999999999996,1,0,0.5,2,7.4,3,4.2,2,0.4,0,1.1,1,1.0,0,0.1,1,0.5,20,13.4,100.9,403.5
29,6,3,Rural,0,0,12,13.2,12,4.1,4,6.7,5,0.6,1,2,0.1,5,5.4,3,0.9,2,3.4,2,1.6,2,1.4,0,0.8,1,1.4,39,50.9,254.4,1526.3
29,6,1,Rural,1,0,7,35.0,10,6.3,3,9.36,5,5.04,2,0,0.3,5,4.9,3,6.1,1,0.6,2,1.5,1,1.7,0,0.8,1,1.9,33,65.7,328.6,1971.6
54,8,3,Rural,0,1,7,34.9,23,3.9,7,5.88,5,11.52,1,2,0.9900000000000001,3,4.29,3,5.2,3,0.1,1,1.7600000000000002,2,0.9,0,0.4,1,1.1,51,123.3,462.4,3699.6
29,3,2,Urban,0,0,5,31.4,10,4.9,6,6.24,2,11.52,1,2,0.1,5,5.6,2,7.3,1,3.1,1,1.3,1,0.4,1,0.7,0,0.6,32,64.2,641.9,1925.7
13,3,3,Urban,0,0,10,30.3,8,6.6,4,6.2,4,10.2,2,1,0.4,1,2.9,0,3.2,2,1.3,1,0.5,0,0.3,1,0.6,0,1.6,24,83.9,839.3,2518.0
42,4,1,Urban,1,0,4,30.2,16,4.9,2,5.4,5,4.8,2,0,0.22000000000000003,3,5.5,0,7.4,3,0.7,2,1.9800000000000002,2,0.2,1,0.5,1,1.5,37,59.7,447.6,1790.4
24,7,2,Urban,0,0,3,22.9,18,4.0,7,11.7,4,7.6,1,1,0.9,3,2.9,1,6.6,2,3.7,2,1.3,1,1.8,0,0.1,0,0.8,40,96.8,414.8,2903.6
2,5,2,Urban,0,0,8,31.5,10,5.8,1,5.04,1,2.28,2,1,0.7,2,6.9,0,2.4,0,0.8,0,1.1,0,0.7,1,0.2,1,2.6,19,19.6,117.7,588.6
25,8,3,Urban,1,0,10,27.8,14,6.4,5,5.9,2,7.4,1,1,0.45,3,3.9600000000000004,3,5.1,1,3.0,1,0.63,2,0.5,0,0.2,0,2.2,33,41.3,154.9,1238.9
61,4,3,Urban,1,0,2,20.1,13,6.5,7,6.8,4,7.7,2,1,0.7200000000000001,4,1.71,1,0.9,3,2.2,1,1.8,1,1.2,0,0.9,1,0.8,38,79.3,594.8,2379.4
10,8,1,Urban,1,0,7,33.5,10,7.8,6,12.0,1,8.76,1,1,0.5,4,3.6,1,7.1,3,1.4,1,0.3,1,1.9,0,1.0,0,0.0,29,44.8,168.0,1344.2
14,4,2,Urban,1,0,7,33.2,13,3.1,5,8.16,2,4.8,2,0,0.66,3,4.51,1,5.1,2,2.3,0,1.32,0,0.4,1,0.5,1,0.9,30,42.0,314.7,1258.9
9,3,3,Urban,0,0,7,39.3,18,7.5,6,9.839999999999998,3,9.24,1,0,0.7,1,5.9,2,6.9,1,3.7,0,0.7,1,1.6,1,0.1,0,1.0,34,88.0,879.8,2639.4
8,3,2,Urban,0,0,8,33.9,5,4.8,3,5.28,1,0.0,2,1,0.4,4,3.4,2,3.5,0,3.5,0,0.3,0,1.9,0,0.1,1,0.8,19,9.4,93.8,281.4
18,7,1,Urban,0,0,2,15.6,12,7.2,2,6.6,2,5.2,2,0,0.4,1,1.4,1,1.5,2,3.5,1,0.4,1,1.7,1,0.3,0,2.4,25,53.6,229.8,1608.3
25,8,2,Urban,1,0,4,31.2,24,7.7,3,10.1,2,5.6,2,2,0.1,5,4.1,1,4.0,3,1.7,1,2.0,1,1.7,0,0.4,1,2.5,45,65.3,244.7,1957.9
2,8,3,Urban,0,0,11,27.9,5,5.6,5,10.0,1,0.9,2,0,1.0,1,1.4,2,0.9,1,3.6,1,0.3,1,1.7,0,0.2,0,0.3,19,25.8,96.9,775.0
70,7,1,Urban,1,0,10,31.5,13,6.8,5,7.3,4,0.8,1,2,0.4,2,3.2,2,5.2,3,3.0,2,0.7,2,1.1,0,0.1,1,0.2,37,51.2,219.6,1537.0
43,3,1,Urban,0,0,1,14.5,19,6.7,7,10.1,4,10.1,1,0,0.6,2,5.0,3,2.0,1,1.2,2,1.8,2,0.7,1,0.6,0,2.6,42,78.1,780.5,2341.6
23,6,2,Urban,0,0,6,37.3,15,4.2,2,8.76,2,9.719999999999999,1,1,0.1,5,4.9,0,3.8,1,1.5,1,0.0,2,0.1,0,0.3,0,0.6,30,50.1,250.5,1503.2
49,7,3,Rural,0,1,8,39.1,23,3.1,4,8.16,3,9.12,1,2,0.5940000000000001,2,2.277,0,2.4,1,0.7,2,0.7920000000000001,2,1.6,0,0.5,1,2.0,41,78.2,334.9,2344.5
1,4,2,Urban,1,0,7,32.3,15,7.7,3,6.48,0,5.3999999999999995,1,0,0.7,2,5.7,2,2.3,2,2.1,1,1.9,0,0.0,1,0.8,0,0.4,27,28.9,216.9,867.5
18,3,2,Rural,0,0,12,14.8,8,4.1,6,6.2,1,1.3,1,0,0.8,3,1.2,3,3.1,1,0.1,1,0.6,1,0.5,1,0.5,1,3.0,27,21.1,210.6,631.8
22,8,2,Rural,1,0,4,28.9,25,4.1,5,8.0,2,4.7,2,1,0.9900000000000001,3,2.2,1,5.2,3,2.0,1,0.22000000000000003,2,1.2,0,0.5,0,2.1,45,49.8,186.6,1493.2
40,8,3,Urban,0,0,1,19.0,14,7.2,4,9.7,2,9.8,2,0,0.4,2,2.3,2,2.1,1,2.5,1,0.2,1,0.2,1,0.5,1,1.4,31,52.5,197.0,1575.9
42,5,2,Urban,0,1,4,26.9,22,7.8,2,4.6,4,1.0,1,0,0.44000000000000006,2,8.58,3,7.6,3,1.5,2,0.44000000000000006,2,1.1,0,0.8,1,0.5,42,44.6,267.7,1338.7
13,5,2,Rural,0,0,5,26.8,17,6.6,5,13.799999999999999,1,12.719999999999999,2,0,0.45,1,4.32,3,4.9,1,3.7,1,0.9900000000000001,1,1.2,0,0.1,1,1.3,33,54.9,329.5,1647.7
72,6,1,Urban,1,0,11,24.3,20,4.0,2,5.7,2,8.3,1,0,0.8,4,3.4,1,1.7,2,1.0,2,1.6,2,0.3,1,0.4,1,0.6,38,45.1,225.4,1352.2
9,8,1,Rural,0,0,2,11.3,20,5.0,3,4.7,0,3.2,2,2,0.66,2,6.050000000000001,0,6.1,2,1.9,0,0.44000000000000006,0,1.2,1,0.0,0,0.4,32,27.1,101.6,812.8
53,3,1,Urban,0,1,7,32.5,19,7.3,2,7.08,5,11.16,1,1,0.8910000000000001,4,4.356000000000001,0,1.7,2,3.7,2,0.19800000000000004,1,0.8,0,0.5,0,1.3,37,141.7,1417.4,4252.2
73,8,3,Rural,1,1,2,15.4,13,5.0,4,7.6,5,8.4,1,1,0.55,4,4.51,1,5.7,1,3.2,1,1.7600000000000002,1,0.6,0,0.9,0,1.6,32,64.6,242.2,1937.4
6,8,2,Rural,0,1,5,30.7,7,7.1,2,10.56,3,13.56,1,2,0.22000000000000003,1,4.07,2,3.7,2,0.2,0,1.4300000000000002,0,1.8,0,0.2,0,2.4,20,75.0,281.3,2250.1
33,4,2,Rural,0,0,4,27.3,19,7.5,5,8.5,3,4.1,1,1,0.81,5,1.71,1,5.1,1,3.1,1,1.1700000000000002,1,1.8,0,0.2,1,1.5,39,55.0,412.3,1649.1
2,6,1,Urban,0,0,12,19.8,10,3.4,1,8.9,3,3.7,1,0,0.54,4,3.6,3,1.6,1,3.0,1,1.62,1,0.1,0,0.1,0,2.8,25,36.6,182.8,1096.9
18,4,2,Urban,0,0,3,27.5,13,3.0,5,5.1,3,2.5,1,0,0.6,1,4.1,2,0.5,3,0.1,0,1.8,1,0.3,1,0.5,1,1.5,31,24.6,184.7,738.7
28,5,3,Rural,0,0,10,30.7,11,3.8,2,10.0,2,10.1,2,0,0.6,5,2.8,3,5.6,2,3.5,2,0.5,1,1.5,1,0.2,1,1.9,32,77.2,462.9,2314.7
23,4,2,Rural,0,1,11,23.2,25,3.5,4,7.6,2,9.5,1,2,0.44000000000000006,2,5.61,2,0.7,1,2.2,1,0.11000000000000001,1,0.7,1,0.9,0,2.6,42,46.4,347.8,1391.2
70,5,1,Urban,1,1,3,19.7,21,5.2,4,6.9,5,1.0,1,0,1.2100000000000002,4,1.5730000000000004,3,2.8,1,3.4,1,1.6940000000000002,1,0.5,1,0.6,0,2.0,42,31.5,189.2,945.8
30,7,3,Urban,1,0,12,14.6,15,7.1,3,10.6,4,12.0,2,0,0.09000000000000001,3,2.61,2,7.2,3,3.7,1,0.36000000000000004,1,1.2,0,0.2,1,1.6,35,110.9,475.1,3326.0
15,5,2,Urban,0,0,11,26.2,20,4.7,2,12.0,2,3.2,1,1,0.4,1,6.6,3,4.9,2,0.0,1,0.0,1,0.5,0,0.4,1,1.0,35,25.6,153.6,767.8
44,8,2,Urban,0,0,11,22.8,19,3.8,3,6.5,3,9.9,2,0,0.55,4,7.48,1,2.8,3,1.0,1,0.66,2,0.8,0,0.4,1,0.5,39,67.5,253.2,2025.4
75,5,2,Urban,0,1,3,24.4,22,4.4,2,9.2,3,7.7,1,2,0.49500000000000005,5,1.7820000000000003,0,7.8,2,2.2,1,1.881,2,0.5,0,0.4,1,0.7,41,69.3,415.8,2078.9
3,8,3,Urban,0,1,7,30.4,19,4.7,2,12.360000000000001,0,12.719999999999999,2,2,0.66,1,8.36,3,6.3,2,3.5,1,1.54,0,0.4,1,0.7,1,0.2,34,43.4,162.7,1301.3
75,6,2,Rural,0,0,11,17.7,21,5.1,5,5.5,2,6.9,1,1,0.8,3,2.7,3,1.5,1,2.9,2,1.9,1,1.8,1,0.2,1,2.5,42,55.4,277.0,1661.9
0,8,1,Urban,1,0,2,13.8,20,4.5,6,6.5,0,9.6,2,2,0.1,2,5.5,3,5.6,0,1.2,0,0.7,0,0.5,0,0.7,1,1.5,36,15.5,58.0,464.1
40,8,1,Urban,0,0,12,16.9,10,4.9,4,7.0,5,6.9,1,2,0.81,3,5.3100000000000005,1,5.8,2,1.3,2,1.35,2,1.8,0,0.2,1,1.8,33,75.7,283.9,2271.3
11,8,1,Rural,0,0,8,33.5,16,4.8,2,12.360000000000001,1,10.799999999999999,1,2,0.54,3,5.22,3,6.9,2,2.6,1,0.7200000000000001,1,0.2,1,0.4,1,2.4,34,61.3,229.8,1838.6
9,6,1,Urban,1,0,1,6.4,15,3.4,5,11.6,2,8.3,2,2,0.0,4,4.7,0,2.5,1,3.2,1,0.6,1,0.5,1,0.2,1,0.9,35,39.3,196.4,1178.2
18,3,3,Urban,1,0,7,33.7,17,6.9,6,14.16,2,0.72,2,2,0.4,2,5.1,2,6.0,3,3.7,1,0.0,1,1.1,1,0.5,1,1.7,40,62.4,624.1,1872.2
22,3,1,Rural,0,0,7,33.4,13,3.5,4,12.96,5,5.64,2,2,0.18000000000000002,2,2.8800000000000003,1,0.8,3,2.9,2,0.0,1,1.0,1,0.6,0,2.5,36,95.5,954.7,2864.1
14,5,1,Urban,0,0,1,13.9,17,3.8,6,8.6,4,1.5,1,1,0.4,1,5.4,0,4.1,2,3.4,0,1.9,1,1.0,1,0.9,1,0.1,35,45.5,273.2,1366.1
4,7,1,Urban,0,0,8,32.1,10,6.2,5,5.3999999999999995,1,10.68,1,0,0.7,3,2.8,3,3.5,1,2.7,0,0.4,1,1.9,0,0.7,0,0.1,25,42.2,180.7,1265.1
29,3,3,Rural,1,0,4,27.8,12,6.2,6,9.0,3,6.9,2,2,0.3,5,5.5,2,6.7,2,2.6,2,1.7,2,1.2,1,0.5,1,0.3,40,65.6,655.6,1966.8
63,5,3,Rural,1,0,7,27.8,24,6.8,3,11.4,4,11.16,2,2,0.27,5,4.59,0,4.8,2,1.4,2,0.9,2,1.1,1,0.8,1,2.9,48,93.2,559.3,2796.3
13,6,2,Rural,0,1,11,21.6,15,6.7,3,9.9,3,5.4,1,1,0.3960000000000001,2,3.4650000000000003,1,5.9,1,0.0,1,1.683,0,0.9,0,0.4,0,1.7,28,37.6,188.2,1129.0
5,3,1,Urban,0,0,1,15.2,7,7.8,1,8.5,1,11.3,2,1,0.1,2,5.2,2,3.0,1,2.3,1,0.5,1,0.4,0,0.5,1,0.6,20,33.1,331.2,993.6
15,3,2,Urban,0,0,12,17.3,22,5.4,7,9.2,2,5.2,1,2,1.0,1,6.4,0,6.8,1,2.4,0,0.2,0,0.8,0,0.8,1,1.2,37,42.2,422.3,1267.0
4,8,3,Urban,0,0,1,16.3,16,7.6,2,5.4,1,6.2,1,1,0.77,4,7.48,1,6.3,1,1.5,1,1.2100000000000002,1,1.4,1,0.1,1,2.7,31,39.7,148.8,1190.1
41,8,2,Urban,0,1,2,22.2,13,6.3,5,4.5,4,5.3,1,2,1.1,2,1.2100000000000002,0,3.8,1,2.1,1,1.87,1,0.5,1,0.5,0,1.5,31,49.0,183.9,1471.4
41,5,3,Urban,1,0,12,17.5,14,5.8,2,5.3,3,6.3,1,0,0.45,5,3.06,0,6.1,2,0.4,2,0.18000000000000002,1,0.9,0,0.2,1,0.2,31,33.5,200.8,1004.1
26,8,2,Urban,0,0,12,21.1,25,3.4,6,4.1,5,6.6,1,0,0.9,3,7.8,0,3.1,3,1.3,1,1.9,2,1.0,0,0.4,1,0.1,47,74.0,277.5,2220.1
13,5,1,Urban,1,0,11,19.1,16,4.0,6,11.4,2,0.9,2,0,0.7,3,5.6,2,4.5,3,1.6,1,0.5,1,0.9,0,0.6,1,0.9,37,33.6,201.8,1009.2
40,4,3,Urban,0,0,5,29.4,24,6.5,4,7.8,4,10.2,1,2,0.9,4,4.2,1,0.6,2,2.1,2,1.7,2,1.3,1,0.2,0,2.1,47,111.3,834.6,3338.6
24,4,3,Urban,1,1,5,31.2,17,6.9,2,11.04,4,8.16,2,2,0.8800000000000001,4,4.18,2,6.1,3,2.8,1,1.87,1,0.5,1,0.3,1,2.1,40,96.5,723.6,2894.2
41,7,3,Rural,1,0,10,32.1,19,5.7,6,10.6,4,11.3,2,2,0.0,5,2.5,2,3.4,1,3.4,2,0.3,2,0.7,0,0.0,1,2.1,46,97.5,417.7,2924.2
26,3,1,Urban,0,1,12,13.6,11,4.9,3,5.4,4,5.5,1,0,0.4840000000000001,3,5.445000000000001,2,2.6,3,3.3,1,0.9680000000000002,1,0.2,0,0.4,1,2.2,30,85.1,851.4,2554.1
48,4,1,Urban,0,0,11,24.5,13,7.6,6,5.7,2,0.7,1,1,0.45,5,5.760000000000001,2,7.0,1,0.9,2,0.81,1,1.7,1,0.4,0,2.5,35,26.0,194.7,778.7
20,5,3,Urban,0,0,11,22.0,20,7.8,6,5.0,3,10.7,2,1,0.6,3,7.9,2,6.3,3,1.8,2,0.2,1,1.4,0,0.6,0,0.5,43,90.9,545.4,2727.1
18,8,3,Urban,1,0,11,19.9,20,3.5,4,11.8,2,8.7,1,1,0.63,2,5.49,2,1.9,2,3.8,0,0.81,1,0.7,0,0.2,1,2.5,36,64.6,242.2,1937.9
71,8,1,Urban,0,0,5,37.1,11,6.6,6,11.76,4,4.919999999999999,2,1,0.0,4,3.5,2,6.8,1,2.0,1,0.2,2,1.3,1,0.7,0,1.4,35,66.6,249.6,1997.1
25,3,1,Urban,0,1,10,30.8,12,7.0,5,9.7,3,0.7,2,2,0.22000000000000003,3,1.32,1,3.1,3,2.7,1,0.44000000000000006,2,2.0,0,0.3,0,2.9,34,53.2,531.7,1595.1
27,4,1,Urban,0,0,4,29.7,12,4.3,5,8.9,5,5.0,2,1,0.9,3,3.0,3,4.5,3,0.9,1,0.6,1,0.5,0,0.2,0,1.9,36,65.0,487.3,1949.1
5,7,1,Urban,0,0,5,29.1,11,5.4,5,13.44,0,10.799999999999999,2,0,0.5,2,6.8,1,2.0,0,1.9,0,0.2,1,1.1,1,0.9,1,2.7,24,23.1,98.9,692.3
21,7,1,Rural,0,0,6,45.3,14,6.9,6,5.159999999999999,3,13.44,2,2,0.7,3,7.2,3,3.8,2,1.1,1,1.2,2,0.9,1,0.6,0,1.5,39,112.5,482.0,3374.2
28,7,1,Urban,1,0,2,12.7,11,7.4,5,9.2,5,7.4,1,0,0.09000000000000001,2,4.23,3,7.7,2,2.9,2,1.4400000000000002,2,1.0,1,0.4,0,2.7,34,69.8,299.1,2093.5
8,7,2,Urban,0,1,2,17.5,16,7.7,2,6.9,2,6.7,2,2,0.19800000000000004,3,7.8210000000000015,0,5.4,1,0.1,1,1.881,0,1.5,0,0.3,1,0.8,30,37.2,159.3,1115.2
2,8,1,Urban,0,1,1,17.0,10,3.2,1,10.8,0,4.8,1,0,0.49500000000000005,1,3.5640000000000005,1,7.6,1,2.8,0,0.29700000000000004,1,0.7,1,0.7,0,1.9,17,17.7,66.3,530.7
22,8,1,Urban,1,1,11,20.3,13,3.3,5,4.2,4,5.7,2,0,0.8800000000000001,5,2.8600000000000003,0,1.7,1,0.3,2,0.22000000000000003,2,0.6,0,0.0,0,2.1,34,38.0,142.6,1141.2
46,8,3,Urban,0,0,8,34.0,22,3.8,4,8.76,4,8.64,2,0,0.7,4,7.6,1,2.4,3,0.2,2,0.3,1,1.6,1,0.0,0,0.8,44,80.9,303.4,2427.0
24,5,3,Rural,1,0,4,29.7,11,4.6,5,4.8,5,8.0,2,2,0.3,4,2.4,0,5.7,3,0.4,2,1.9,2,1.2,0,0.4,1,0.6,37,77.3,463.8,2319.2
9,7,2,Urban,1,0,8,29.1,7,5.4,1,12.0,0,9.24,2,1,0.77,2,6.930000000000001,2,1.8,2,3.8,0,0.77,0,0.7,0,0.7,0,0.0,17,33.2,142.5,997.5
34,6,1,Urban,1,0,12,22.4,24,4.1,5,10.0,2,11.0,2,1,0.36000000000000004,2,3.7800000000000002,3,1.5,3,3.1,2,1.26,2,0.8,1,0.5,1,0.6,48,82.0,410.0,2460.3
3,8,3,Urban,1,1,2,22.6,6,6.7,6,9.0,1,3.6,2,1,0.6050000000000001,4,7.018000000000001,0,7.6,0,0.4,0,0.36300000000000004,0,1.2,1,1.0,0,2.1,21,16.1,60.2,481.7
19,7,3,Urban,0,0,12,16.7,10,7.2,2,7.1,3,9.4,2,1,0.0,2,3.6,3,5.3,2,2.6,1,0.7,0,1.4,0,0.0,1,0.9,27,73.2,313.5,2194.7
6,4,2,Urban,1,1,6,33.0,16,6.4,2,12.839999999999998,1,1.2,2,2,0.11000000000000001,4,1.9800000000000002,2,0.4,2,2.5,1,1.6500000000000001,1,0.8,1,0.7,1,1.9,35,39.7,297.6,1190.2
8,3,1,Urban,1,0,8,31.5,18,3.9,2,8.04,1,1.32,2,2,0.5,4,4.2,2,4.0,0,3.8,0,0.4,1,0.5,1,0.1,1,0.8,34,14.6,145.9,437.7
8,8,3,Rural,0,0,4,26.6,16,4.0,5,9.4,1,0.2,1,2,0.7,1,4.7,2,1.6,0,2.2,1,0.5,0,0.9,0,0.2,1,0.4,30,12.9,48.3,386.2
14,8,1,Urban,0,0,1,17.1,20,5.3,3,10.3,3,0.4,2,1,0.0,3,4.680000000000001,2,5.7,2,3.1,0,0.54,1,1.4,0,0.8,1,2.1,38,48.0,179.9,1439.3
4,4,2,Rural,0,0,9,28.4,7,5.6,4,5.8,2,3.4,2,2,0.9,4,5.9,3,3.5,2,2.6,0,1.3,1,0.7,1,0.6,0,3.0,28,44.2,331.6,1326.6
13,3,2,Urban,0,0,2,13.9,14,4.5,4,5.1,4,11.8,2,2,1.0,3,2.2,0,2.1,3,1.7,1,0.6,1,1.7,0,0.8,0,1.4,34,85.0,849.5,2548.5
22,5,1,Urban,1,0,4,27.0,25,5.1,5,6.0,3,3.2,2,2,0.5,5,7.9,2,3.5,2,0.5,1,0.2,1,1.1,0,1.0,1,2.9,49,41.1,246.9,1234.3
17,8,2,Rural,1,0,8,35.3,20,5.9,3,9.24,1,11.76,2,0,0.7,1,4.5,3,5.7,1,3.1,0,1.2,1,1.5,0,0.4,1,0.7,33,43.4,162.8,1302.3
14,3,3,Urban,0,0,9,38.2,10,4.9,4,4.2,1,5.5,2,2,0.6,3,4.2,3,0.9,1,3.7,1,0.5,0,1.7,1,0.1,1,0.0,29,33.5,335.0,1005.0
51,6,2,Urban,1,0,5,31.4,19,7.8,3,8.64,4,9.48,2,1,0.3,2,4.7,0,5.5,2,1.1,2,0.1,1,0.6,1,0.1,0,2.5,37,75.8,379.1,2274.7
6,8,2,Urban,0,1,2,20.1,7,7.7,1,4.7,2,7.6,2,0,0.55,3,1.87,0,0.6,2,0.9,0,0.22000000000000003,1,1.3,0,1.0,1,2.9,19,42.6,159.9,1279.1
29,7,1,Urban,1,0,1,6.1,24,4.8,5,6.9,3,3.0,2,0,0.2,5,2.3,3,5.7,1,0.5,2,0.3,2,0.8,0,0.7,0,0.8,47,25.4,108.9,762.5
3,4,3,Urban,0,0,10,27.1,19,6.8,3,10.9,3,7.4,2,0,0.8,4,6.1,2,6.1,0,3.7,1,0.9,0,1.9,1,0.0,0,2.2,35,51.5,386.2,1545.0
3,3,1,Urban,1,0,10,23.7,18,4.2,6,7.5,1,10.7,2,2,0.1,3,7.6,1,3.4,1,3.5,1,0.1,0,1.2,1,0.1,0,1.4,36,37.3,373.2,1119.5
23,4,1,Urban,1,0,11,20.2,19,6.7,6,9.2,5,2.0,2,2,0.5,3,7.6,3,4.9,3,0.1,2,1.8,1,0.2,1,0.5,1,0.7,48,34.6,259.4,1037.7
27,7,1,Rural,1,0,12,15.7,18,6.6,4,8.4,5,3.5,2,2,0.1,2,6.6,1,6.4,1,0.6,1,1.0,1,0.3,1,0.1,0,0.5,38,36.8,157.6,1103.2
52,5,2,Urban,1,0,7,28.0,18,4.1,4,5.88,2,6.96,1,1,0.1,5,4.1,3,5.1,2,2.2,2,0.3,2,0.5,1,0.3,1,0.1,42,47.8,286.8,1433.9
24,7,2,Urban,0,0,6,42.1,12,6.7,7,7.8,4,9.96,2,1,0.2,2,7.3,3,4.4,1,0.1,1,1.8,2,1.4,1,0.4,1,2.1,37,111.2,476.4,3334.5
74,5,1,Urban,0,1,2,17.1,21,3.1,7,11.8,4,3.9,2,1,0.66,2,6.490000000000001,0,6.0,3,2.4,1,0.66,2,0.4,0,1.0,0,0.9,43,66.6,399.6,1997.9
1,4,2,Rural,1,1,9,30.3,8,6.5,3,11.4,1,3.7,2,0,0.77,3,3.4100000000000006,3,2.1,2,1.8,0,1.2100000000000002,0,0.1,1,0.2,1,0.0,24,27.7,207.4,829.7
0,5,2,Urban,0,0,10,25.2,11,3.6,5,9.0,3,9.4,1,1,0.4,3,1.5,0,1.4,0,1.8,0,1.4,1,1.5,0,1.0,0,0.6,25,50.0,299.8,1499.2
3,8,1,Urban,1,1,4,31.0,7,4.9,3,5.3,1,10.2,1,0,0.44000000000000006,2,2.4200000000000004,1,2.9,0,1.7,1,1.87,0,1.9,0,0.1,0,0.5,16,21.7,81.4,650.8
5,5,3,Rural,0,0,6,37.5,14,3.9,4,13.319999999999999,3,5.04,2,2,0.8,3,1.8,1,4.7,0,0.1,0,1.3,1,0.0,0,0.6,1,0.1,31,41.7,249.9,1249.6
28,5,3,Urban,0,0,7,35.6,18,3.9,4,9.96,5,3.24,2,2,0.7,3,7.4,1,4.3,2,2.8,1,1.2,1,0.1,0,0.8,0,1.0,39,68.0,408.3,2041.5
21,8,2,Urban,0,0,8,34.4,25,5.3,3,8.64,2,11.76,2,0,0.9,4,3.4,0,0.4,3,0.4,1,1.2,2,1.6,0,1.0,0,0.7,42,65.1,244.2,1953.4
0,5,3,Urban,0,0,10,28.9,11,7.7,3,6.3,2,8.1,1,2,0.8800000000000001,3,3.74,1,0.7,0,0.8,1,0.8800000000000001,0,0.6,1,0.9,0,0.3,25,40.0,240.2,1200.9
78,8,3,Urban,0,0,5,30.8,25,5.7,4,6.96,3,5.88,2,2,0.2,4,3.3,2,6.7,1,0.5,2,1.1,1,1.6,1,0.3,1,1.8,48,59.0,221.3,1770.5
51,8,2,Urban,1,0,1,15.2,23,4.3,6,11.4,3,11.0,2,2,0.9,3,2.5,2,0.8,3,2.0,2,0.3,1,1.1,1,1.0,1,2.7,49,80.0,300.2,2401.3
12,5,3,Rural,0,1,5,38.2,12,7.4,2,8.88,1,13.319999999999999,1,2,0.8800000000000001,4,8.47,0,7.3,1,2.2,0,0.66,0,1.5,0,0.7,1,2.3,24,55.5,333.2,1665.8
4,8,2,Urban,0,1,1,9.9,18,4.9,5,4.4,3,8.9,1,2,0.33,3,4.4,1,2.7,0,1.3,1,1.54,1,0.1,1,0.5,1,0.6,37,42.6,159.9,1279.4
5,3,1,Urban,1,0,10,29.3,16,3.2,5,10.8,3,11.2,2,1,0.6,2,7.4,2,6.0,1,0.7,1,1.9,0,1.4,0,0.3,1,1.4,34,68.7,687.2,2061.6
8,5,3,Urban,0,0,5,33.2,18,6.7,3,6.84,3,5.04,1,2,0.2,1,5.2,0,6.3,2,3.3,1,1.3,0,0.9,1,0.5,0,0.3,32,67.6,405.6,2028.0
6,5,1,Urban,0,0,2,14.5,16,3.9,6,7.5,3,9.8,2,2,0.77,2,6.16,0,5.3,1,3.9,1,0.11000000000000001,0,1.6,1,0.9,1,2.2,35,71.8,430.5,2152.7
26,7,1,Urban,1,1,4,31.6,15,6.9,2,8.7,4,6.7,1,0,0.77,5,5.390000000000001,0,6.3,2,2.4,2,1.6500000000000001,1,1.4,0,0.9,1,0.9,33,79.7,341.4,2390.1
5,7,2,Rural,1,0,7,36.8,12,6.8,5,11.04,0,2.04,1,0,1.0,1,7.3,2,3.8,1,2.7,0,1.6,1,1.3,0,0.7,1,2.4,24,29.1,124.6,872.4
12,7,3,Rural,0,1,1,12.0,15,5.7,3,11.9,1,5.5,2,0,0.8800000000000001,3,3.63,2,1.8,3,1.8,0,0.44000000000000006,0,1.0,1,0.8,0,0.8,30,41.2,176.6,1236.2
73,5,3,Urban,0,0,5,37.4,23,5.8,2,6.96,2,0.24,1,2,0.0,5,5.390000000000001,0,7.9,2,0.7,1,2.09,2,0.9,1,0.3,1,2.6,42,31.8,190.9,954.3
30,7,3,Urban,1,0,11,24.1,12,4.5,7,6.4,2,9.4,2,1,0.8,2,5.5,3,2.8,2,2.9,2,1.6,2,0.9,1,0.7,0,1.9,36,60.8,260.7,1824.8
73,3,3,Urban,0,0,7,38.1,12,3.3,6,11.16,5,8.76,2,0,0.3,3,2.2,3,0.1,2,3.3,2,0.9,1,1.9,0,0.4,1,2.3,37,129.9,1298.7,3896.1
7,4,2,Rural,1,0,5,35.3,12,3.4,3,9.0,0,0.96,2,0,0.6,1,7.3,3,1.2,2,3.7,0,1.7,0,0.2,1,0.7,0,2.3,24,34.1,256.0,1024.0
12,7,1,Urban,1,0,1,14.6,9,4.3,7,7.1,4,6.2,1,2,0.3,4,2.3,1,2.3,2,0.8,0,1.7,0,1.1,1,0.5,1,1.2,32,40.2,172.1,1204.8
29,8,3,Urban,1,1,12,23.8,13,4.7,3,9.7,3,1.8,2,1,0.11000000000000001,5,3.3000000000000003,2,5.6,2,3.2,1,1.7600000000000002,1,1.1,1,0.4,1,0.2,35,45.0,168.6,1348.6
